oxygen_intake,water_retention,chlorophyll_production,growth_rate,heat_absorption,thorn_production,roots_growth
0.249816047538945,0.42418449108001915,756.9984798909734,0.35525782734886957,0.21956481648176662,0.43889463107856796,0.3966220812470381
0.4802857225639665,0.399747257738842,266.0607960388404,0.2837169814136773,0.13792711006482322,0.2978068174877482,0.4524407500385268
0.39279757672456206,0.30569234750171603,411.97572493289755,0.48579940994557635,0.1505436899888864,0.17818624425287433,0.2852719501516004
0.3394633936788146,0.5643600020608928,696.9525731720364,0.18759138039369527,0.17226845127236873,0.39465671464403707,0.21567149266936303
0.1624074561769746,0.48597449630517736,533.880410072032,0.3351425663995763,0.18146133374597936,0.2674712542733183,0.2275386297421846
0.16239780813448107,0.7194205953944022,764.7139347714044,0.38008400599608905,0.19690472368421763,0.3378509933809989,0.3787793033457576
0.12323344486727979,0.21926574828923495,965.0871111005737,0.43022579573815267,0.20218401158539778,0.14290611606957554,0.32702321359659847
0.4464704583099741,0.5863207565330759,204.89201894367773,0.26278841217120286,0.28228653819501437,0.35263359580639697,0.29459765239090285
0.34044600469728353,0.6577693271069367,738.6109447582548,0.37476876306299267,0.3038292763304165,0.24942019557804973,0.18110963151046963
0.3832290311184182,0.6556919415129843,307.30974006890307,0.22128058855371313,0.2235516832505424,0.2336758998873978,0.4501822749995613
0.10823379771832098,0.7316443802573152,473.0290546668123,0.2741904369447281,0.46291856796829134,0.4919662315111205,0.41240817900296245
0.4879639408647978,0.6374202456976965,129.57645321562583,0.45825085248135966,0.3212558893355818,0.2729722571040989,0.15625544069569186
0.4329770563201687,0.7566860369886179,222.31664406342907,0.47996304373238174,0.4149907712133627,0.3712153512462937,0.24695538184085467
0.18493564427131048,0.3995939598925349,387.7995601440097,0.38752693877090594,0.4696951329683373,0.3510910142295365,0.3168528374555566
0.17272998688284025,0.5019256500509259,407.7872247591865,0.24974075631047402,0.1652540458303221,0.14172142035406307,0.2817354491086128
0.17336180394137352,0.20844779796973442,909.6266948158861,0.42802311598986564,0.2711497934862538,0.3991710148257265,0.25911833549509533
0.2216968971838151,0.20417455238197474,767.6316183398636,0.11034683269016808,0.2732841606858435,0.22926368137343062,0.3875327590242118
0.3099025726528951,0.34407597227091197,974.964671368337,0.14109836421576843,0.2417889001753417,0.41957581967869406,0.12180140169513498
0.2727780074568463,0.2604843182834512,639.1643593017164,0.3645494945501445,0.10356234662065598,0.343056313046153,0.28856413565037675
0.21649165607921678,0.3561268207614522,317.54235888218614,0.21649943010802297,0.42638884311123804,0.22683659598139583,0.20487267615584057
0.34474115788895177,0.30622597671703844,394.88952692947856,0.48055448736019113,0.14462372862156114,0.2425171841324284,0.13384735409390358
0.15579754426081674,0.21711201490318896,387.8523309627704,0.2744242448369219,0.4981922391687036,0.39260294786654426,0.28595486320118624
0.21685785941408728,0.7455824878436297,393.84489489692646,0.2717459281556708,0.4091833967644727,0.32002372604915275,0.16854747642822748
0.2465447373174767,0.20493387883333491,705.6677558006342,0.3712318040763726,0.3320040070426058,0.3673404162685261,0.20328971275608346
0.28242799368681437,0.6416492866022514,577.7271352813746,0.4070274249224759,0.161842567096639,0.1633273284300753,0.3028034918040304
0.41407038455720546,0.2912887321517099,446.8817602779799,0.29022349525005464,0.3061571885572988,0.4147906688913675,0.48948359197312863
0.1798695128633439,0.7473377731997601,234.18079185584494,0.18560036068468966,0.20444349634312356,0.2281565275660139,0.3737020027214224
0.3056937753654446,0.7356775637539317,119.92524664793132,0.40932345709024864,0.2009290098172278,0.3479445068630693,0.2118487192627299
0.33696582754481696,0.5923406878215545,296.9512098289233,0.22814050994945104,0.43181169975299416,0.1458719300968035,0.25296242103015065
0.1185801650879991,0.6033404898803632,196.72426357181314,0.17004430771754303,0.2522577695837739,0.2285680964627868,0.26245326092839094
0.34301794076057535,0.20320348518181314,806.9005277670154,0.35265607597000537,0.2802895213563217,0.35954691722665677,0.16145504933775087
0.16820964947491662,0.7909229396681614,201.24816203249685,0.13618146679614018,0.4371858951120473,0.20968245291610024,0.1642616755438723
0.12602063719411183,0.7266995621454888,751.8054135761525,0.48854107003442204,0.13511625028753704,0.4521248786999269,0.1593578893949458
0.4795542149013333,0.7370637354380554,447.09282079847435,0.3529589057648548,0.3378471412364198,0.36449135977736813,0.30866565509476673
0.4862528132298237,0.5955467222305233,166.04055076939838,0.49435820836870237,0.33128627254921517,0.4481113573187183,0.36967443469588335
0.4233589392465845,0.40687215719272196,831.4570444884272,0.23555736939145444,0.2700858277066701,0.2581562809004483,0.3362882738443307
0.2218455076693483,0.7361891894542887,621.667513212952,0.48848206447615916,0.4319098565696372,0.11359405704987001,0.49110687418133947
0.13906884560255356,0.37491015689071544,312.18536157721576,0.15822489909144943,0.4771560245342771,0.3304559853420411,0.15034982890306076
0.3736932106048628,0.5376269260053218,905.2130568994012,0.11627790893881139,0.2861343447654443,0.23567740109014892,0.4945897625211021
0.27606099749584057,0.2598385834063295,140.7324824834963,0.11319362418184103,0.2824588203993599,0.27927535036894136,0.28666957355515676
0.14881529393791154,0.7531733780796501,281.6376473779866,0.28594814823969084,0.3008254918682979,0.3724440855690996,0.18745311511085508
